n,time (min)
0,0.048261425892512005
1,0.0382288525501887
2,0.02587994290722741
3,0.018086618648635016
4,0.01289605908923679
5,0.010570282207594978
6,0.009401173260476854
7,0.011803968813684252
8,0.01942722585466173
9,0.043448820776409575
