n,time (min)
0,2.0414801557858784
1,1.6799204468727111
2,1.1072102308273315
3,0.7545124292373657
4,0.5683313647905985
5,0.44316443999608357
6,0.3699148138364156
7,0.41886090040206914
8,0.6796602050463358
9,1.574861474831899
