n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.120234375,0.059375,0.021296875
8,0.14024553571428572,0.08705357142857142,0.045959821428571426
16,0.148546875,0.106859375,0.0707578125
32,0.15243861607142858,0.11715959821428572,0.08733816964285715
64,0.15619921875,0.1243515625,0.09853125
128,0.15729073660714285,0.12751674107142857,0.10447544642857143
256,0.158029296875,0.129748046875,0.107580078125
512,0.15811802455357143,0.13065150669642858,0.10894670758928572
1024,0.158375,0.131505859375,0.10983203125
