n,1 feature(s),2 feature(s),3 feature(s)
2,0.18823701943192495,0.1770431189542601,0.20898224176010216
4,0.18540160200553973,0.1753841969069514,0.195233045710117
8,0.17764140493626865,0.1652727274853714,0.1736224996141587
16,0.1698823336576272,0.15241076265420073,0.14811549540718633
32,0.16456882024955866,0.143713207894472,0.1310039692072754
64,0.16156211526365,0.13840402921678802,0.12132651834243573
128,0.16024041118536247,0.13546322763483418,0.11621961003260164
256,0.15943731270727804,0.13366321116666735,0.11320793877480102
512,0.15903905090345352,0.13267744990190805,0.11179063867909937
1024,0.15884856353720872,0.13226240794179234,0.1110866664571299
