n,1 feature(s),2 feature(s),3 feature(s)
2,0.252406729639104,0.22158177198561946,0.26006460547233906
4,0.2059383544921875,0.1894720458984375,0.2142025451660156
8,0.1802550367533867,0.1669348385552773,0.17668060302734376
16,0.16991879670516305,0.15271869442327235,0.1483185712028952
32,0.16474492088732617,0.143994106093087,0.13138584300052136
64,0.161859130859375,0.1386159796463816,0.12147081163194444
128,0.16044127131513466,0.13554044075200122,0.1162584717921947
256,0.15935012529481132,0.13362926136363637,0.1133646467090708
512,0.15895677649456522,0.13290504552687413,0.11200105042016807
1024,0.1588426543445122,0.13266244283536585,0.11123888739224137
