n,1 feature(s),2 feature(s),3 feature(s)
2,0.25308047134264383,0.162684574633573,0.15088988040367327
4,0.2058753662109375,0.13542730712890624,0.130927726792993
8,0.18016461441690163,0.109122744375442,0.11097718831132852
16,0.16966922947617827,0.09101571609724814,0.0926437517918578
32,0.1642278314946772,0.08040597098214286,0.07968058914103836
64,0.1614216719523515,0.07471200887439321,0.07199136609228972
128,0.1603183819980695,0.07149280078677511,0.06737709492096018
256,0.15952017647879466,0.069634765625,0.06461104659346847
512,0.15909915795586527,0.06872057484092775,0.06316232209158416
1024,0.1588320604011194,0.06807314116379311,0.06249453125
