n,time (min)
0,0.049884265462557476
1,0.04425954110092587
2,0.02703333079814911
3,0.017988195617993672
4,0.013375064267052544
5,0.010644204749001396
6,0.009611551099353367
7,0.011789804167217678
8,0.019100932346449957
9,0.04032379070917765
