n,1 feature(s),2 feature(s),3 feature(s)
2,0.18869770647784187,0.11436137289726779,0.1835460768770351
4,0.18502165494535638,0.07858460853783349,0.1260633661470939
8,0.17748764045512028,0.05498121124799689,0.07917469448581636
16,0.16953793628061153,0.039843478940937524,0.05019776789064317
32,0.16428296934917416,0.032063197689290744,0.03522085181141415
64,0.16169583257237688,0.02770803639083669,0.027937675071659885
128,0.16021646058701394,0.02545493908500822,0.02390921243392879
256,0.15937666877185558,0.024233275753396028,0.021836277355241848
512,0.1589922077420241,0.023520514501609954,0.020846169187603195
1024,0.15884658771179744,0.023136570855815143,0.020254298396971206
