n,time (min)
0,0.05343472295337253
1,0.037356332871649
2,0.02621051973766751
3,0.019470464256074693
4,0.013027818004290263
5,0.010113697052001953
6,0.008912356230947707
7,0.009074578947491117
8,0.013768494261635674
9,0.029088846445083617
