n,1 feature(s),2 feature(s),3 feature(s)
2,14690,22600,19323
4,10400,10560,16000
8,7616,7784,8680
16,4600,5160,5960
32,2884,2884,2828
64,2280,2380,2700
128,1470,1526,1652
256,1020,1050,1090
512,714,714,707
1024,505,505,515
