n,1 feature(s),2 feature(s),3 feature(s)
2,0.2530129329715155,0.1717218201441964,0.2700721801132394
4,0.20547206945586624,0.14578109741210937,0.19558891527580494
8,0.18084807280260276,0.12011492383349073,0.13739272021742724
16,0.1697214852392146,0.1019290780662594,0.09883855646306818
32,0.16433695698832418,0.09138262238489146,0.07874771712662337
64,0.16151680652006173,0.0853743352809874,0.06749921875
128,0.16028153714459084,0.08217135006809928,0.06255399263822116
256,0.1593820282907197,0.08047223772321428,0.05960258871822034
512,0.15894086713075062,0.07941900442645279,0.05829626772584034
1024,0.15860795454545454,0.07903411645683453,0.057632279829545455
