n,1 feature(s),2 feature(s),3 feature(s)
2,12769,12543,22600
4,13440,10880,16000
8,6160,11200,7560
16,5200,6520,6600
32,2884,3024,3080
64,2020,2520,2560
128,1512,1582,1526
256,1070,1150,1160
512,742,735,707
1024,510,510,540
