n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.11834375,0.02928125,0.01059375
8,0.1394642857142857,0.046875,0.023783482142857144
16,0.1489140625,0.05825,0.0348671875
32,0.15270089285714286,0.06611049107142856,0.042963169642857145
64,0.15541796875,0.0724453125,0.0491328125
128,0.15693359375,0.07539341517857143,0.05233816964285714
256,0.15722265625,0.076564453125,0.054052734375
512,0.15810128348214286,0.07782087053571428,0.055414341517857145
1024,0.1584189453125,0.078416015625,0.05625
