n,1 feature(s),2 feature(s),3 feature(s)
2,400,400,400
4,280,280,280
8,200,200,200
16,140,140,140
32,100,100,100
64,100,100,100
128,100,100,100
256,100,100,100
512,100,100,100
1024,100,100,100
2048,100,100,100
4096,100,100,100
8192,100,100,100
