n,1 feature(s),2 feature(s)
2,0.0,0.0
4,0.119765625,0.030421875
8,0.14030133928571428,0.04693080357142857
16,0.1495859375,0.05896875
32,0.1537890625,0.06665178571428572
64,0.15652734375,0.072234375
128,0.15703683035714286,0.07514787946428571
256,0.15738671875,0.07686328125
512,0.15786690848214285,0.07743722098214285
1024,0.1580986328125,0.0782998046875
