n,1 feature(s),2 feature(s)
2,0.25341248098727875,0.17170894276466733
4,0.2063017578125,0.14571742007606908
8,0.1803961617606027,0.12031094990079365
16,0.17016494899120146,0.10253005455280173
32,0.16461878153397083,0.09180708055372362
64,0.16191304524739583,0.08560389927455357
128,0.1602887433933703,0.08209804318985849
256,0.1593445212977707,0.0803643254950495
512,0.15878163908912188,0.0794334041262136
1024,0.15849934895833334,0.07889404296875
