n,time (min)
0,0.034962015946706136
1,0.030426282419098748
2,0.022018740706973607
3,0.015400600830713908
4,0.012321959336598715
5,0.010957830945650737
6,0.009422283238834804
7,0.010018034246232774
8,0.014443155262205336
9,0.031149545510609944
