n,1 feature(s),2 feature(s),3 feature(s)
2,0.1879849734276075,0.14424141441513172,0.05556207623447164
4,0.18497442269570946,0.13045833929598,0.009243371732168259
8,0.17806071723678205,0.10968738680389775,0.0010530721123278898
16,0.1697658404646241,0.09089712132344231,0.00010729383814347753
32,0.16447069728253214,0.08072264333184664,2.45018511492437e-05
64,0.16170855511658985,0.07481426502082039,7.009143879012345e-06
128,0.1602184007796044,0.07161176161449313,2.392598196431773e-06
256,0.1593867462033536,0.0698385466816449,9.36992239532898e-07
512,0.15899602711834268,0.06892631199402946,5.977783552565916e-07
1024,0.15882144322780123,0.06848267087171936,3.362752296881159e-07
