n,1 feature(s),2 feature(s)
2,0.0,0.0
4,0.119921875,0.057859375
8,0.14008928571428572,0.09518973214285714
16,0.1486015625,0.114171875
32,0.15275669642857143,0.12446986607142857
64,0.155484375,0.13030859375
128,0.15750558035714285,0.1345200892857143
256,0.15751171875,0.135408203125
512,0.1578515625,0.13614536830357143
1024,0.1582265625,0.136814453125
