n,time (min)
0,0.04915773842069838
1,0.043999565111266244
2,0.02907792415883806
3,0.019561110668712193
4,0.015591502057181465
5,0.01165462765428755
6,0.010028800302081638
7,0.011818941632906596
8,0.014382419255044725
9,0.030304673579004075
