n,time (min)
0,0.04030977911419339
1,0.03040834883848826
2,0.019379462599754333
3,0.0149155502849155
4,0.010606879128350151
5,0.008825854063034058
6,0.008728440801302592
7,0.011881908973058065
8,0.0201145291990704
9,0.04633250912030538
