n,1 feature(s),2 feature(s)
2,0.18830670646131933,0.28991518109400316
4,0.1849464025460223,0.26136951256754176
8,0.17763920935321606,0.22182618443536217
16,0.16984318448449892,0.19013938493621765
32,0.16437889946976858,0.17086879309543185
64,0.16175839175911327,0.16259970948122504
128,0.16018637354005807,0.15802591126368562
256,0.15937103056076285,0.15581414466531593
512,0.15899156496449945,0.15487668935441792
1024,0.15884928340657276,0.15443720630485058
