n,1 feature(s),2 feature(s),3 feature(s)
2,11865,14464,14125
4,10880,16000,11280
8,6160,8120,7560
16,4040,4880,7440
32,4284,2912,4228
64,2180,2080,3000
128,1442,1456,1568
256,1100,1020,1090
512,721,707,805
1024,505,525,520
