n,1 feature(s),2 feature(s),3 feature(s)
2,0.18900218955373915,0.14995730877071015,0.20500226750975234
4,0.1851811289841358,0.13931783213562363,0.18116855650359914
8,0.1779350727013552,0.11912820595731179,0.14967835752973402
16,0.16957414453050698,0.10194022569872134,0.11874331868622014
32,0.16445324302228886,0.09164262547058448,0.10046530827162196
64,0.16159365333798142,0.08534770103272274,0.08934709751347943
128,0.16016542166128594,0.08227370476688123,0.0840680605952161
256,0.15939415812893246,0.08044756021056261,0.08101976011860895
512,0.15901309669333097,0.07953433896833227,0.07949199209256586
1024,0.15883747641358073,0.07913702151643454,0.07884001394214886
