n,1 feature(s),2 feature(s),3 feature(s)
2,14125,14464,22600
4,11440,14960,15600
8,7112,5880,5712
16,5240,4920,4320
32,2856,3304,5292
64,2700,2480,2260
128,1526,1512,1708
256,1020,1080,1090
512,707,777,721
1024,505,520,520
