n,1 feature(s),2 feature(s),3 feature(s)
2,0.2525599764933628,0.17331525684457966,0.20975067408738937
4,0.2060177314572218,0.14642774101828232,0.1313045654296875
8,0.18076507568359376,0.12075365339006697,0.088692626953125
16,0.17001057414265422,0.10276905406605114,0.06361454554966518
32,0.16497579978330293,0.09180178364748677,0.04867238607231259
64,0.16174112955729167,0.08571663259345795,0.04028903657356195
128,0.16045468065616578,0.08233841439536341,0.03591711544296117
256,0.15934349798387096,0.08055973408385093,0.033682084517045456
512,0.15885850463086354,0.07957113864225858,0.03244103144989339
1024,0.1584679555084746,0.0791138656496063,0.03182773109243697
