n,time (min)
0,0.05635029911994934
1,0.040713111692004735
2,0.02992046760188209
3,0.019198344349861146
4,0.013860779537094964
5,0.009998341865009731
6,0.011639556752310858
7,0.01329962882730696
8,0.018701964219411213
9,0.03451832864019606
