n,1 feature(s),2 feature(s),3 feature(s)
2,4.424778761061947e-05,0.0,0.0
4,0.118390625,0.02478125,0.007125
8,0.13927455357142857,0.040078125,0.01814732142857143
16,0.1492265625,0.0504453125,0.0317265625
32,0.1535267857142857,0.05785714285714286,0.0411328125
64,0.1561484375,0.06258984375,0.04875
128,0.15734095982142857,0.06492466517857143,0.05277064732142857
256,0.157564453125,0.066189453125,0.05476953125
512,0.15820731026785714,0.06664341517857143,0.0560546875
1024,0.158876953125,0.0675810546875,0.057087890625
