n,time (min)
0,0.04459480424722036
1,0.034952859150038824
2,0.02337520844406552
3,0.016232981152004666
4,0.012533682982126872
5,0.008980598317252265
6,0.007689049972428216
7,0.008114604420132107
8,0.013030167155795627
9,0.028017666671011184
