n,1 feature(s),2 feature(s),3 feature(s)
2,0.2509773200907223,0.1718884064060018,0.2795665378336426
4,0.20736831802505631,0.14660239738503886,0.14293243408203124
8,0.1814112907471361,0.12081963675362724,0.04512534542792931
16,0.16962756140757415,0.10210182009719489,0.005098301911157025
32,0.1643767936862245,0.09147474801741348,0.00021113181600765306
64,0.16151168258101853,0.08541451248468138,3.6258508663366335e-06
128,0.16001372020880203,0.0820365702557506,3.4531913012729846e-07
256,0.15918548886138614,0.08013807240099009,0.0
512,0.1589850091314935,0.07924788651990969,0.0
1024,0.15875910659509201,0.0787254050925926,0.0
