n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.11940625,0.02428125,0.001328125
8,0.1397767857142857,0.03925223214285714,0.003917410714285714
16,0.1493125,0.0489140625,0.00653125
32,0.15259486607142858,0.05609375,0.009469866071428572
64,0.15616015625,0.0621484375,0.01205859375
128,0.15655970982142858,0.06473214285714286,0.01374720982142857
256,0.158158203125,0.065939453125,0.014806640625
512,0.15772042410714285,0.06713309151785714,0.015552455357142857
1024,0.158294921875,0.0678759765625,0.0162255859375
