n,1 feature(s),2 feature(s),3 feature(s)
2,12995,22600,15029
4,14320,16000,14720
8,6944,7952,10080
16,4880,5560,5840
32,2940,3080,3920
64,2120,2380,2040
128,1442,1568,1484
256,1060,1160,1190
512,714,714,714
1024,505,515,525
