n,1 feature(s),2 feature(s),3 feature(s)
2,0.18818261148263093,0.15002191047326416,0.19050869120498765
4,0.1854013545751585,0.1391481499061524,0.15631674615144184
8,0.17748124554032443,0.11975097781382704,0.12284790365099238
16,0.16983132490001826,0.10206812731904906,0.09480304667724938
32,0.16466172162633647,0.09155996823221602,0.07737055277544254
64,0.1616521802623037,0.0852927648892132,0.06759281120675696
128,0.16025855330410432,0.08229499439911442,0.06257753148107571
256,0.1594135104138392,0.08044211474130801,0.05975206258207821
512,0.15904854028782034,0.07956200545878833,0.05837747249932571
1024,0.15883154891612297,0.0791032427314322,0.05764826718057998
