n,1 feature(s),2 feature(s),3 feature(s)
2,12204,15481,15820
4,8960,16000,16000
8,11200,8064,6776
16,4280,4280,4440
32,2884,3612,5544
64,2120,2060,2120
128,1736,1610,1652
256,1020,1020,1030
512,707,714,714
1024,505,505,505
