n,time (min)
0,0.04576357218954298
1,0.036488762497901915
2,0.02459431701236301
3,0.016926049523883397
4,0.013283653722869024
5,0.010111347105767991
6,0.008917492826779684
7,0.010083828700913323
8,0.01581475641992357
9,0.03470463150077396
