n,1 feature(s),2 feature(s),3 feature(s)
2,11526,21244,22600
4,10480,8640,8400
8,5880,6440,5712
16,4600,4560,4400
32,3724,2884,3696
64,2260,2020,2080
128,1582,1414,1414
256,1010,1020,1030
512,721,707,707
1024,505,505,510
