n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.1183125,0.00015625,0.0
8,0.13878348214285716,0.0004017857142857143,0.00014508928571428572
16,0.1493046875,0.00046875,0.0002421875
32,0.15295200892857144,0.0005636160714285715,0.00034040178571428573
64,0.15606640625,0.00059765625,0.00041015625
128,0.15705078125,0.0005580357142857143,0.00034598214285714283
256,0.157890625,0.00059765625,0.00051171875
512,0.1578696986607143,0.0006277901785714286,0.0005287388392857143
1024,0.158650390625,0.0006640625,0.000572265625
