n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.117875,0.020359375,0.005640625
8,0.13909598214285715,0.032734375,0.014709821428571428
16,0.1492578125,0.0410546875,0.0252734375
32,0.1536216517857143,0.04799107142857143,0.033900669642857144
64,0.15612109375,0.0520859375,0.04018359375
128,0.15711774553571428,0.05421037946428572,0.04394252232142857
256,0.157775390625,0.055205078125,0.045552734375
512,0.15827566964285714,0.05560686383928572,0.046708984375
1024,0.158916015625,0.0564013671875,0.0479853515625
