n,1 feature(s),2 feature(s),3 feature(s)
2,17176,13786,18871
4,12080,11680,10400
8,9352,8680,6048
16,5520,4040,5120
32,3276,3220,3388
64,2260,2560,2040
128,1568,1596,1414
256,1040,1050,1040
512,742,721,728
1024,505,515,505
