n,1 feature(s),2 feature(s),3 feature(s)
2,12430,14125,17063
4,16000,8640,10160
8,5992,6888,7504
16,4920,5200,6120
32,2828,3584,2828
64,2300,2140,2140
128,1470,1442,1568
256,1050,1020,1030
512,714,714,707
1024,505,505,515
