n,time (min)
0,0.04193939910994636
1,0.03365934901767307
2,0.025953751603762308
3,0.0178969140847524
4,0.011889898777008056
5,0.009583283729023404
6,0.007907639079623751
7,0.008289994796117146
8,0.01267741560935974
9,0.023379654155837166
