n,time (min)
0,0.04959341877036624
1,0.03795206175910102
2,0.024354090094566346
3,0.01750921090443929
4,0.013110869394408331
5,0.009542937874794006
6,0.0084479601515664
7,0.009716831114557054
8,0.015587583780288697
9,0.033385196526845295
