n,1 feature(s),2 feature(s),3 feature(s)
2,13334,17515,12204
4,11840,11680,8560
8,7392,10640,8736
16,5000,6880,6520
32,3808,3024,3080
64,2060,2160,2060
128,1582,1554,1750
256,1020,1080,1090
512,742,721,714
1024,510,505,505
