n,1 feature(s),2 feature(s),3 feature(s)
2,0.18775036857364455,0.1504391984615435,0.16022456951827743
4,0.18485441644120004,0.13940210144624324,0.08011570080352108
8,0.1777765693542913,0.12032296690501736,0.03912432584807332
16,0.16954836179215746,0.1027760851606985,0.02250346111903646
32,0.1645200231372179,0.09173538791508823,0.013865005480277724
64,0.1616917666302515,0.08558327337883892,0.010134619241941855
128,0.16023894808223188,0.08238257952659173,0.007975445259928444
256,0.15939872711000902,0.08048945702758584,0.006834450621530504
512,0.15900931736266363,0.07956238035669669,0.006268497047611983
1024,0.15883356632275872,0.07912689888430767,0.0058625293035918635
