n,1 feature(s),2 feature(s),3 feature(s)
2,16837,14125,15707
4,11360,11200,14880
8,11032,8344,9016
16,4760,4240,4120
32,3360,4116,2828
64,2040,3180,2540
128,1442,1498,1512
256,1040,1220,1040
512,707,721,707
1024,510,540,530
