n,1 feature(s),2 feature(s),3 feature(s)
2,11865,15255,16046
4,9680,9280,12640
8,10080,6664,7896
16,4240,5160,5560
32,3444,3584,5124
64,2240,2300,2220
128,1442,1596,2562
256,1090,1200,1100
512,714,707,707
1024,505,505,545
