n,1 feature(s),2 feature(s),3 feature(s)
2,0.18798121391090408,0.1833571448739469,0.21262585357699196
4,0.18547617280207704,0.18058671159813997,0.2016303930122006
8,0.17781762621986807,0.17250628205958918,0.1811505238583751
16,0.16995403198985182,0.1628387430617282,0.15683016591683385
32,0.16448362059707217,0.15622650778130717,0.14095985108490094
64,0.16160804947308083,0.15189777771813598,0.13215686726268405
128,0.16023376178116058,0.14939269365622174,0.12731332728595468
256,0.1594269089317723,0.14778577342229288,0.12460000312100045
512,0.15902995968833014,0.14680839460273792,0.12311461093212984
1024,0.15884786695525338,0.146405123984037,0.1224400566648978
