n,time (min)
0,0.0463341662618849
1,0.034970985386106705
2,0.02405629124906328
3,0.016879290276103548
4,0.012614987956153022
5,0.010014201005299886
6,0.00830129689640469
7,0.009493558870421515
8,0.013882155683305529
9,0.029297189513842265
