n,1 feature(s),2 feature(s),3 feature(s)
2,0.18804089987720127,0.14386956422881278,0.10196281611958322
4,0.18544837077015477,0.1301106737636572,0.08249523753878074
8,0.17743801027025333,0.10926489190671183,0.0667783786881343
16,0.16954992377522463,0.0907282184968152,0.051848643872621156
32,0.16460748724763616,0.08053699193436922,0.040999088876636135
64,0.16154752416701668,0.07454436755683232,0.03470959047513269
128,0.16022849959072966,0.07159797665876676,0.030912285530676566
256,0.15942576820485554,0.06987033536613353,0.028781904738214185
512,0.1590474641823296,0.0689127335284445,0.027658946241892145
1024,0.15885046103497494,0.06845673948336474,0.027067834376897516
