n,1 feature(s),2 feature(s),3 feature(s)
2,11752,21809,22600
4,8960,11280,13440
8,6720,7784,5824
16,6040,7200,4800
32,3136,4312,2968
64,2260,2340,2100
128,1484,1792,1470
256,1050,1150,1060
512,707,707,707
1024,505,505,515
