n,1 feature(s),2 feature(s),3 feature(s)
2,0.2524093870990044,0.1618331081365429,0.10794702940634218
4,0.20590626971321815,0.1346716904058689,0.08407205434945914
8,0.17998770496078104,0.10957999783209146,0.06658946797595046
16,0.16983275286919247,0.0907752920728211,0.05226754494083738
32,0.16474544157411442,0.08046074875262606,0.041065605319276145
64,0.16170731124344406,0.0745458984375,0.03484140625
128,0.1602042493590877,0.07153869560250281,0.030844842819940477
256,0.159496292794586,0.06984987420550848,0.028788248697916668
512,0.15918449815270935,0.06879870574874687,0.027750104865771813
1024,0.15897727272727272,0.06825846354166666,0.027108060396634614
