n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.1203125,0.024640625,0.002640625
8,0.14049107142857142,0.03944196428571429,0.006662946428571429
16,0.1482890625,0.0494609375,0.011578125
32,0.15236607142857142,0.056891741071428574,0.016361607142857143
64,0.1560390625,0.06214453125,0.0201171875
128,0.15726283482142858,0.0648828125,0.02254185267857143
256,0.158111328125,0.0662421875,0.024060546875
512,0.15806501116071428,0.06719866071428572,0.024945591517857142
1024,0.158205078125,0.067587890625,0.0256865234375
