n,time (min)
0,0.049492723411983915
1,0.0400806681977378
2,0.027654553982946608
3,0.020603627761205036
4,0.014777453343073527
5,0.010410072803497315
6,0.008871075842115614
7,0.009372742838329739
8,0.015587641596794129
9,0.03299928857220544
