n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.11771875,0.01575,0.00428125
8,0.13908482142857143,0.025301339285714285,0.011160714285714286
16,0.1495,0.0318671875,0.019546875
32,0.15348214285714284,0.0372265625,0.0263671875
64,0.15635546875,0.04117578125,0.03158203125
128,0.15701729910714285,0.042787388392857145,0.034718191964285716
256,0.15765234375,0.043751953125,0.03633203125
512,0.15836635044642858,0.044236886160714285,0.037294921875
1024,0.1588212890625,0.04498828125,0.038318359375
