n,1 feature(s),2 feature(s),3 feature(s)
2,0.2518620147159198,0.14304245156370823,0.22604211317754425
4,0.20525571524378766,0.1099079153391236,0.15261148071289063
8,0.1803678676060268,0.08407792473718317,0.10561412663901056
16,0.16963848039215687,0.06640386962890625,0.0748502197265625
32,0.16462129391498448,0.05702272445436508,0.05818577430972389
64,0.161778564453125,0.05171956380208333,0.04872049082880435
128,0.1602199802150974,0.048659294504582805,0.044069830337562656
256,0.15954178913985148,0.047182228290929204,0.041561436417079205
512,0.1592015712535014,0.04634474261219975,0.04026339630180776
1024,0.1591615738407258,0.04595342043067227,0.03966440054086538
