n,1 feature(s),2 feature(s),3 feature(s)
2,0.2523528628343276,0.16395486207134954,0.08632517362560528
4,0.2066623594702744,0.13571573893229166,0.0530031979739011
8,0.18127501539408866,0.11005577674278846,0.03614594882592223
16,0.1697467672413793,0.09158484194459034,0.02529360643073694
32,0.16468806397226443,0.08091953822544642,0.0180258048919711
64,0.1617944115990991,0.07489552540822073,0.013875479068396226
128,0.1603373556274574,0.07166596162154378,0.011528448985783634
256,0.15944931927849265,0.069738380772293,0.010122863247863248
512,0.15908905761209594,0.06889282512441453,0.009338456068268015
1024,0.1589240056818182,0.06859915597098214,0.008936997215346534
