n,1 feature(s),2 feature(s),3 feature(s)
2,12656,14125,19097
4,10640,14960,8480
8,8344,7392,6832
16,4360,7080,4440
32,3388,4312,2996
64,2040,2060,2260
128,1456,1512,1582
256,1080,1080,1080
512,707,707,721
1024,505,520,505
