n,time (min)
0,0.04423007117377387
1,0.03700779186354743
2,0.022900263004832798
3,0.018210916452937657
4,0.012361548675431145
5,0.00969391405582428
6,0.008947028517723084
7,0.01031517075167762
8,0.01682240923245748
9,0.03686368253495958
