n,time (min)
0,0.04682718058427175
1,0.0356825942463345
2,0.024088663127687242
3,0.01742709345287747
4,0.01256853977839152
5,0.00964360535144806
6,0.008244356976615057
7,0.009382865760061476
8,0.015022763676113552
9,0.03370318651199341
