n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,19775
4,9840,16000,16000
8,8064,6832,8232
16,4160,5800,7960
32,3192,4928,3808
64,2280,2480,2540
128,1540,1736,1862
256,1020,1090,1080
512,707,735,763
1024,505,505,545
