n,1 feature(s),2 feature(s),3 feature(s)
2,12995,11413,14351
4,9200,10560,10560
8,8848,5824,11200
16,6160,7520,5440
32,3248,3108,3360
64,2460,2280,2500
128,1456,1624,1568
256,1050,1030,1030
512,707,728,714
1024,505,505,520
