n,1 feature(s),2 feature(s),3 feature(s)
2,0.2528687357791028,0.2057883797704646,0.25159318719919266
4,0.20558807577862837,0.17842181396484375,0.2042556627661781
8,0.17999036516462052,0.15483888727386405,0.16642687116350446
16,0.16975711577119884,0.138823096431903,0.13708137063419118
32,0.16475224688770326,0.12906124546075426,0.11894609723772322
64,0.1616274705573694,0.12291650864684465,0.10866199515716374
128,0.16033488948170732,0.1198946029420883,0.10362059863007703
256,0.15944861209753788,0.11794506110767326,0.10048235413656069
512,0.15894075243203626,0.11696819999357656,0.0990368824019245
1024,0.15903709209070796,0.1168065526463964,0.0984375
