n,1 feature(s),2 feature(s),3 feature(s)
2,0.18819173146349802,0.16956762926558547,0.2051183269305826
4,0.18545705725274927,0.16681512725966371,0.18759734066486805
8,0.17761734964234205,0.15392813724150836,0.1639529748901716
16,0.16952911081931657,0.13887070687521888,0.1366429816974176
32,0.1646157322859558,0.1286876562083884,0.11885712213931014
64,0.16156759677895735,0.1228262006381292,0.10850593777432842
128,0.16024098296207998,0.11973698662280463,0.10348462205009808
256,0.15944438564100397,0.11785407614423869,0.10041495182474912
512,0.15905609838825913,0.11688220111361168,0.09897497039525749
1024,0.1588521679560808,0.11645716103421652,0.09828786448366358
