n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.119640625,0.048640625,0.016515625
8,0.14059151785714286,0.07376116071428572,0.037578125
16,0.148609375,0.0921875,0.0605390625
32,0.1528627232142857,0.10213727678571428,0.0758203125
64,0.15623828125,0.10900390625,0.0862890625
128,0.15735770089285714,0.11190848214285715,0.09184151785714285
256,0.157890625,0.114001953125,0.094568359375
512,0.15816266741071427,0.11478236607142857,0.09580636160714286
1024,0.158134765625,0.11567578125,0.0969990234375
